

0 1 0
0 2 0
0 3 0
0 4 117
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 26 0
0 11 0
0 12 0
0 13 390
0 14 0
0 25 0
0 16 0
0 17 0
0 18 195
0 19 39
0 29 0
0 21 39
0 22 0
0 23 0
0 27 0


10 1 0
10 2 0
10 3 0
10 4 117
10 5 0
10 6 0
10 7 0
10 8 0
10 9 0
10 26 0
10 11 0
10 12 0
10 13 390
10 14 0
10 25 0
10 16 0
10 17 0
10 18 195
10 19 39
10 29 0
10 21 39
10 22 0
10 23 0
10 27 0


20 1 6
20 2 0
20 3 0
20 4 117
20 5 0
20 6 7
20 7 0
20 8 0
20 9 0
20 26 0
20 11 0
20 12 0
20 13 390
20 14 0
20 25 0
20 16 0
20 17 0
20 18 201
20 19 44
20 29 0
20 21 46
20 22 0
20 23 0
20 27 0


30 1 7
30 2 0
30 3 0
30 4 117
30 5 0
30 6 14
30 7 5
30 8 0
30 9 0
30 26 0
30 11 0
30 12 0
30 13 390
30 14 0
30 25 0
30 16 0
30 17 0
30 18 208
30 19 49
30 29 0
30 21 53
30 22 0
30 23 0
30 27 0


40 1 7
40 2 0
40 3 0
40 4 123
40 5 7
40 6 22
40 7 5
40 8 0
40 9 0
40 26 0
40 11 0
40 12 0
40 13 390
40 14 0
40 25 0
40 16 0
40 17 0
40 18 216
40 19 55
40 29 7
40 21 60
40 22 0
40 23 0
40 27 0


50 1 7
50 2 0
50 3 6
50 4 123
50 5 7
50 6 22
50 7 5
50 8 0
50 9 0
50 26 0
50 11 0
50 12 0
50 13 390
50 14 0
50 25 0
50 16 0
50 17 0
50 18 222
50 19 60
50 29 7
50 21 67
50 22 0
50 23 0
50 27 0


60 1 7
60 2 0
60 3 7
60 4 123
60 5 7
60 6 22
60 7 5
60 8 0
60 9 0
60 26 4
60 11 0
60 12 0
60 13 390
60 14 0
60 25 0
60 16 0
60 17 0
60 18 230
60 19 66
60 29 7
60 21 74
60 22 0
60 23 0
60 27 7


70 1 7
70 2 0
70 3 7
70 4 124
70 5 7
70 6 23
70 7 5
70 8 0
70 9 0
70 26 9
70 11 7
70 12 0
70 13 390
70 14 0
70 25 0
70 16 0
70 17 0
70 18 237
70 19 72
70 29 14
70 21 80
70 22 5
70 23 0
70 27 8


80 1 7
80 2 0
80 3 7
80 4 124
80 5 7
80 6 23
80 7 5
80 8 0
80 9 0
80 26 10
80 11 7
80 12 0
80 13 390
80 14 0
80 25 0
80 16 5
80 17 0
80 18 244
80 19 72
80 29 21
80 21 87
80 22 11
80 23 0
80 27 8


90 1 7
90 2 0
90 3 7
90 4 124
90 5 7
90 6 23
90 7 5
90 8 0
90 9 0
90 26 15
90 11 7
90 12 0
90 13 390
90 14 0
90 25 0
90 16 5
90 17 0
90 18 252
90 19 72
90 29 29
90 21 95
90 22 12
90 23 7
90 27 8


100 1 7
100 2 0
100 3 7
100 4 124
100 5 14
100 6 23
100 7 5
100 8 0
100 9 0
100 26 21
100 11 7
100 12 0
100 13 390
100 14 0
100 25 0
100 16 11
100 17 5
100 18 259
100 19 78
100 29 37
100 21 102
100 22 12
100 23 13
100 27 8
100 30 0
100 31 0
100 32 0
100 33 390
100 34 351


110 1 7
110 2 0
110 3 7
110 4 124
110 5 15
110 6 23
110 7 5
110 8 0
110 9 6
110 26 22
110 11 7
110 12 0
110 13 390
110 14 0
110 25 0
110 16 17
110 17 12
110 18 266
110 19 79
110 29 44
110 21 110
110 22 18
110 23 14
110 27 11
110 30 0
